"2211.06291","Mrinank Sharma","Mrinank Sharma, Sebastian Farquhar, Eric Nalisnick, Tom Rainforth","Do Bayesian Neural Networks Need To Be Fully Stochastic?","Published at AISTATS2023 (Oral)",,,,"cs.LG cs.AI stat.ML","http://creativecommons.org/licenses/by-sa/4.0/","  We investigate the benefit of treating all the parameters in a Bayesian
neural network stochastically and find compelling theoretical and empirical
evidence that this standard construction may be unnecessary. To this end, we
prove that expressive predictive distributions require only small amounts of
stochasticity. In particular, partially stochastic networks with only $n$
stochastic biases are universal probabilistic predictors for $n$-dimensional
predictive problems. In empirical investigations, we find no systematic benefit
of full stochasticity across four different inference modalities and eight
datasets; partially stochastic networks can match and sometimes even outperform
fully stochastic networks, despite their reduced memory costs.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:00:21 GMT""},{""version"":""v2"",""created"":""Mon, 20 Feb 2023 12:32:21 GMT""}]","2023-02-21"
"2211.06292","Claudia Vanea","Claudia Vanea, Jonathan Campbell, Omri Dodi, Liis Salum\""ae, Karen
  Meir, Drorith Hochner-Celnikier, Hagit Hochner, Triin Laisk, Linda M. Ernst,
  Cecilia M. Lindgren and Christoffer Nell{\aa}ker","A New Graph Node Classification Benchmark: Learning Structure from
  Histology Cell Graphs","Last two authors contributed equally. To be published at New
  Frontiers In Graph Learning, Neurips 2022",,,,"cs.LG cs.CV eess.IV","http://creativecommons.org/licenses/by/4.0/","  We introduce a new benchmark dataset, Placenta, for node classification in an
underexplored domain: predicting microanatomical tissue structures from cell
graphs in placenta histology whole slide images. This problem is uniquely
challenging for graph learning for a few reasons. Cell graphs are large (>1
million nodes per image), node features are varied (64-dimensions of 11 types
of cells), class labels are imbalanced (9 classes ranging from 0.21% of the
data to 40.0%), and cellular communities cluster into heterogeneously
distributed tissues of widely varying sizes (from 11 nodes to 44,671 nodes for
a single structure). Here, we release a dataset consisting of two cell graphs
from two placenta histology images totalling 2,395,747 nodes, 799,745 of which
have ground truth labels. We present inductive benchmark results for 7 scalable
models and show how the unique qualities of cell graphs can help drive the
development of novel graph neural network architectures.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:02:29 GMT""}]","2022-11-14"
"2211.06293","Niklas Hidman","Niklas Hidman, Henrik Str\""om, Srdjan Sasic and Gaetano Sardina","Assessing passive scalar dynamics in bubble-induced turbulence using DNS",,,"10.1017/jfm.2023.307",,"physics.flu-dyn","http://creativecommons.org/licenses/by/4.0/","  By using Direct Numerical Simulations (DNS) of bubbly flows with passive
scalars, we show a transition in the scalar spectra from a $k^{-5/3}$ to a
$k^{-3}$ scaling with the wavenumber $k$, in contrast with those of
single-phase isotropic turbulence. For cases with a mean scalar gradient in the
horizontal direction, the scalar spectrum decays faster than $k^{-3}$ at high
wavenumbers. While the $k^{-3}$ scaling is well established in the bubbly flow
velocity spectrum, the scalar spectrum behaviour is not fully understood. We
find that the transition length scale of the scalar spectra is comparable to or
below the bubble diameter and decreases with the molecular diffusivity of the
scalar in the liquid. We use DNS to compute the scalar spectra budget and show
that the scalar fluctuations are produced by the mean scalar gradient at length
scales above the bubble diameter, contrary to the velocity fluctuations. At
length scales below the bubble diameter, the net scalar transfer scales as
$k^{-1}$ inducing the $k^{-3}$ scaling of the scalar spectra. This finding is
consistent with the hypothesis proposed by Dung et al. (2023) about the
physical mechanism behind the $k^{-3}$ scaling. We also show dependencies of
the bubble suspension's convective scalar diffusivity on the gas volume
fraction and molecular diffusivity that differs based on the direction of the
mean scalar gradient. For a mean scalar gradient in the vertical direction, we
find and qualitatively explain a significant effect of the molecular
diffusivity in the gas on the convective scalar diffusivity.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:02:34 GMT""},{""version"":""v2"",""created"":""Fri, 18 Nov 2022 15:23:57 GMT""},{""version"":""v3"",""created"":""Thu, 4 May 2023 15:07:02 GMT""}]","2023-05-17"
"2211.06296","Victor Buendia","Roxana Zeraati, Victor Buend\'ia, Tatiana A. Engel, Anna Levina","Topology-dependent coalescence controls scaling exponents in finite
  networks",,,,,"q-bio.NC cond-mat.dis-nn cond-mat.stat-mech","http://creativecommons.org/licenses/by-nc-nd/4.0/","  Multiple studies of neural avalanches across different data modalities led to
the prominent hypothesis that the brain operates near a critical point. The
observed exponents often indicate the mean-field directed-percolation
universality class, leading to the fully-connected or random network models to
study the avalanche dynamics. However, the cortical networks have distinct
non-random features and spatial organization that is known to affect the
critical exponents. Here we show that distinct empirical exponents arise in
networks with different topology and depend on the network size. In particular,
we find apparent scale-free behavior with mean-field exponents appearing as
quasi-critical dynamics in structured networks. This quasi-critical dynamics
cannot be easily discriminated from an actual critical point in small networks.
We find that the local coalescence in activity dynamics can explain the
distinct exponents. Therefore, both topology and system size should be
considered when assessing criticality from empirical observables.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:09:56 GMT""}]","2022-11-14"
"2211.06297","Cristina Flaut","Cristina Flaut and Dana Piciu","Some examples of BL-algebras using commutative rings",,,,,"math.RA","http://creativecommons.org/licenses/by/4.0/","  The aim of this paper is to analize the structure of BL-algebras using
commutative rings. From computational considerations, we are very interested in
the finite case. We present new ways to generate finite BL-algebras using
commutative rings and we give summarizing statistics.
  Furthermore, we investigated BL-rings, i.e., commutative rings whose the
lattice of ideals can be equiped with a structure of BL-algebra. A new
characterization for these rings and their connections to other classes of
rings are established. Also, we give examples of finite BL-rings for which
their lattice of ideals is not an MV-algebra and using these rings we construct
BL-algebras with $2^{r}+1$ elements, $r\geq 2,$ and \ all BL-chains with $k$
elements, $k\geq 4.$
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:10:42 GMT""}]","2022-11-14"
"2211.06302","Andrei Margeloiu","Andrei Margeloiu, Nikola Simidjievski, Pietro Lio, Mateja Jamnik","GCondNet: A Novel Method for Improving Neural Networks on Small
  High-Dimensional Tabular Data","Early version presented at the 17th Machine Learning in Computational
  Biology (MLCB) meeting, 2022",,,,"cs.LG q-bio.QM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Neural network models often struggle with high-dimensional but small
sample-size tabular datasets. One reason is that current weight initialisation
methods assume independence between weights, which can be problematic when
there are insufficient samples to estimate the model's parameters accurately.
In such small data scenarios, leveraging additional structures can improve the
model's training stability and performance. To address this, we propose
GCondNet, a general approach to enhance neural networks by leveraging implicit
structures present in tabular data. We create a graph between samples for each
data dimension, and utilise Graph Neural Networks (GNNs) for extracting this
implicit structure, and for conditioning the parameters of the first layer of
an underlying predictor MLP network. By creating many small graphs, GCondNet
exploits the data's high-dimensionality, and thus improves the performance of
an underlying predictor network. We demonstrate the effectiveness of our method
on nine real-world datasets, where GCondNet outperforms 14 standard and
state-of-the-art methods. The results show that GCondNet is robust and can be
applied to any small sample-size and high-dimensional tabular learning task.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:13:34 GMT""},{""version"":""v2"",""created"":""Mon, 29 May 2023 06:28:17 GMT""}]","2023-05-30"
"2211.06307","Sualeh Khurshid","Sualeh Khurshid, Diego Donzis, Katepalli R. Sreenivasan","Emergence of universal scaling in isotropic turbulence",,,"10.1103/PhysRevE.107.045102",,"physics.flu-dyn","http://creativecommons.org/licenses/by/4.0/","  Universal properties of turbulence have been associated traditionally with
very high Reynolds numbers, but recent work has shown that the onset of the
power-laws in derivative statistics occurs at modest microscale Reynolds
numbers of the order of 10, with the corresponding exponents being consistent
with those for the inertial range structure functions at very high Reynolds
numbers. In this paper we use well-resolved direct numerical simulations of
homogeneous and isotropic turbulence to establish this result for a range of
initial conditions with different forcing mechanisms. We also show that the
moments of transverse velocity gradients possess larger scaling exponents than
those of the longitudinal moments, confirming past results that the former are
more intermittent than the latter.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:16:33 GMT""},{""version"":""v2"",""created"":""Thu, 30 Mar 2023 21:10:02 GMT""}]","2023-04-26"
"2211.06308","Joachim B\""orger","Joachim B\""orger, Marc Patrick Zapf, Marat Kopytjuk, Xinrun Li 2, and
  Claudius Gl\""aser","Sensor Visibility Estimation: Metrics and Methods for Systematic
  Performance Evaluation and Improvement",,"2022 IEEE 25th International Conference on Intelligent
  Transportation Systems (ITSC)","10.1109/ITSC55140.2022.9921893",,"cs.CV cs.RO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Sensor visibility is crucial for safety-critical applications in automotive,
robotics, smart infrastructure and others: In addition to object detection and
occupancy mapping, visibility describes where a sensor can potentially measure
or is blind. This knowledge can enhance functional safety and perception
algorithms or optimize sensor topologies.
  Despite its significance, to the best of our knowledge, neither a common
definition of visibility nor performance metrics exist yet. We close this gap
and provide a definition of visibility, derived from a use case review. We
introduce metrics and a framework to assess the performance of visibility
estimators.
  Our metrics are verified with labeled real-world and simulation data from
infrastructure radars and cameras: The framework easily identifies false
visible or false invisible estimations which are safety-critical.
  Applying our metrics, we enhance the radar and camera visibility estimators
by modeling the 3D elevation of sensor and objects. This refinement outperforms
the conventional planar 2D approach in trustfulness and thus safety.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:17:43 GMT""}]","2022-11-14"
"2211.06309","Radhika Vathsan","R. Dharmaraj and Radhika Vathsan","A Riemannian Genuine Measure of Entanglement for Pure States","Revised version, submitted to PRA",,,,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  While several measures exist for entanglement of multipartite pure states, a
true entanglement measure for mixed states still eludes us. A deeper study of
the geometry of quantum states may be the way to address this issue, on which
context we come up with a measure for pure states based on a geodesic distance
on the space of quantum states. Our measure satisfies all the desirable
properties of a ``Genuine Measure of Entanglement"" (GME), and in comparison
with some of the other existing measures, shows better smoothness and
discriminance.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:19:09 GMT""},{""version"":""v2"",""created"":""Tue, 22 Nov 2022 05:52:55 GMT""},{""version"":""v3"",""created"":""Tue, 9 May 2023 17:40:30 GMT""}]","2023-05-10"
"2211.06310","Laurent Burlion","Rick Schieni, Chengwei Zhao, Michael Malisoff, and Laurent Burlion","Reference Governor Design in the Presence of Uncertain Polynomial
  Constraints",,,,,"eess.SY cs.SY math.OC","http://creativecommons.org/licenses/by/4.0/","  Reference governors are add-on schemes that are used to modify trajectories
to prevent controlled dynamical systems from violating constraints and so are
playing an increasingly important role in aerospace, robotic, and other
engineering applications. Here we present a novel reference governor design for
systems whose polynomial constraints depend on unknown bounded parameters. This
is a significant departure from earlier treatments of reference governors,
where the constraints were linear or known, because here we transfer the
uncertainties into the constraints instead of having them in the closed loop
dynamics, which greatly simplifies the task of determining future evolution of
the constraints. Unlike our earlier treatment of reference governors with
polynomial constraints, which transformed the constraints into linear ones that
depend on an augmented state of the system, here we transform the constraints
into linear ones that depend on both the system's state and uncertain
parameters. Convexity allows us to compute the maximal output admissible set
for an uncertain pre-stabilized linear system. We show that it is sufficient to
only consider the extreme values of the uncertain parameters when computing and
propagating the polynomial constraints. We illustrate our method using an
uncertain longitudinal dynamics for civilian aircraft, which is controlled
using a disturbance compensation method and needs to satisfy input and state
constraints, and where our reference governor method ensures that safety
constraints are always satisfied.
","[{""version"":""v1"",""created"":""Fri, 11 Nov 2022 16:19:24 GMT""},{""version"":""v2"",""created"":""Fri, 24 Mar 2023 15:44:07 GMT""}]","2023-03-27"
